text_idx,sentence_idx,verb,sentence,verb_idx,label
,,use,even with pac data some assumptions would need to be used about numbers of persons per household if good population estimates were to be made .,10,0
,,Write,Write on !,0,0
,,pose,"the point is rather that , even though knowingly posing risks with other people 's lives is usually unjustifiable , taking a slight risk is less serious than intentionally causing death .",9,0
,,discuss,"i shall now discuss the concept of an elementary charge , 1.6 ï¿½ï¿½ï¿½ï¿½ 10 -19 c , carried by an elementary particle called the electron .",3,0
,,talk,muldoon seemed to be talking a long time over his coffee .,4,0
,,look,you 're sixty-one and have been looked forward to retirement .,6,0
,,cent,"the road he was on , cent left , would lead eventually to the station but was , he knew , seldom used since normal traffic and all heavy vehicles used the new access road to the north .",6,0
,,be,"homely persian pottery of the twelfth to thirteenth century combines animal and bird images with sinuous plant motifs and is the beginning of lustre wares ; they are mostly priced in the ì´ï¿½500 to ì´ï¿½1,000 range and rate high on charm .",19,0
,,provide,"using equipment provided by racal , the scientists have analysed recordings of the clicking dolphins make while hunting .",2,0
,,figure,we have to stop here for a moment to figure out the coordinates .,9,0
,,creep,"must be getting too old for this globe-trotting lark , or else my mis-spent youth is creeping up on me .",16,0
,,receive,"the national council for voluntary organizations ( ncvo ) has suggested from a recent survey that around 3,000 projects had been affected and had received ì´ï¿½285 million in funding ( macgregor , 1990 ) .",24,0
,,kill,the indian mexico raped and killed by the conquistador yet bearing his bastard child .,5,0
,,be,"the rest of lunch passed in similar diversion , interspersed with details of last week 's turnover which were never far from barton 's mind , whatever other distractions were .",29,0
,,do,"he sat back and let the dda do a full report , including the trip to the voodoo ceremony and all that followed .",7,0
,,camp,"there were five miles of return tramping to camp , but they , too , could wait awhile .",8,0
,,enable,"if the dinosaur did , after all , live on dry land , then the long neck could have usefully functioned to enable the animal to browse the high foliage of trees ( see p. 116 ) .",22,0
,,be,"once that soapbox was out , major campaigned as if he would now do and say what he really thought .",3,0
,,.,it wo n't .,3,0
,,famous,"like john smith 's famous promises then that conservatives have n't done this , that and the other , he must be able to do them now must n't he ?",4,0
,,do,but they did it .,2,0
,,receive,it received substantial critical acclaim and will show in britain next year .,1,0
,,provide,"for instance , in performing its quantitative risk assessments the health and safety executive will rarely deal with distances from hazardous sites in excess of 1 km ( petts 1988 ) and census data will not provide sufficient resolution for accurate population estimates to be made .",36,0
,,enter,"there had been a pattern , an only too discernible repetition in the events and relationships of his life into which she had ruggedly refused to enter .",26,0
,,Coming,Coming up with what they thought they 'd lost .,0,0
,,pay,"the biggest single difficulty in paying attention to urban poverty is that it is not new , but simply in some of its most worrying manifestations getting worse .",5,0
